Nome,Cognome,Ruolo,padiglione,reparto,piano reparto,Numero di telefono,Abitazione,data di nascita,tessera_sanitaria
Pamela,FARINELLI,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Genziana n^15,28/8/1990,pmlfrnllf288199050
Roberto,GIORGIONE,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Fenella n^43,28/6/1982,rbrtgrgnf286198222
Laura,Cristina,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Palmira n^18,17/3/1988,lrcrstnf173198832
Rossana,TIBERIO,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Etilla n^97,27/7/1990,rssntbrf277199039
Federica,VERONESE,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Edera n^20,11/12/1993,fdrcvrnsf111219936
Elisa,ZAVATTARO,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Velia n^68,24/3/1988,lszvttrf243198876
Gianluca,AIMARETTI,Capo reparto,g,ENDOCRINOLOGIA,-1,393254786608,via Orazio n^81,30/8/1993,gnlcmrttf308199332
Valentina,BULLARA,Equip,g,ENDOCRINOLOGIA,-1,393254786608,via Gerardo n^60,7/6/1990,vlntnbllrf76199039
Maria,Grazia,Equip,g,ENDOCRINOLOGIA,-1,393254786608,via Marzia n^74,7/12/1992,mrgrzf712199278
Ioannis,KARAMOUZIS,Equip,g,ENDOCRINOLOGIA,-1,393254786608,via Leopoldo n^59,17/3/1988,nnskrmzsf173198828
Maria,Teresa,Equip,g,ENDOCRINOLOGIA,-1,393254786608,via Oscar n^35,9/7/1997,mrtrsf97199775
Professor,PRODAM,Equip,g,ENDOCRINOLOGIA,-1,393254786608,via Grazia n^48,1/8/1998,prfssrprdmf18199844
Pietro,OCCHIPINTI,Capo reparto,g,GASTROENTEROLOGIA,2,393254786608,via Ettore n^60,26/8/1991,ptrcchpntf268199169
Elia,ARMELLINI,Equip,g,GASTROENTEROLOGIA,2,393254786608,via Faith n^73,14/5/1996,lrmllnf145199642
Marco,BALLARE,Equip,g,GASTROENTEROLOGIA,2,393254786608,via Orion n^84,19/3/1989,mrcbllrf193198981
Giulio,DONATO,Equip,g,GASTROENTEROLOGIA,2,393254786608,via Shaula n^97,7/8/1989,gldntf78198941
Marco,ORSELLO,Equip,g,GASTROENTEROLOGIA,2,393254786608,via Erica n^24,24/2/1995,mrcrsllf242199529
Silvia,SAETTONE,Equip,g,GASTROENTEROLOGIA,2,393254786608,via Fermo n^43,17/5/1980,slvsttnf175198034
Roberto,TARI,Equip,g,GASTROENTEROLOGIA,2,393254786608,via Concetta n^31,21/3/1982,rbrttrf213198253
Patrizia,ZEPPEGNO,Capo reparto,g,PSICHIATRIA,0,393254786608,via Piera n^48,8/1/1997,ptrzzppgnf81199717
Valeria,BINDA,Equip,g,PSICHIATRIA,0,393254786608,via Ombretta n^91,27/8/1990,vlrbndf27819906
Debora,MARANGON,Equip,g,PSICHIATRIA,0,393254786608,via Renato n^82,24/5/1980,dbrmrngnf245198045
Pierluigi,PROSPERINI,Equip,g,PSICHIATRIA,0,393254786608,via Fiammetta n^81,30/1/1993,prlgprsprnf301199341
Andrea,CAPPONI,Capo reparto,h,DIREZIONE SANITARIA DEI PRESIDI OSPEDALIERI,2,393254786608,via Linus n^20,12/11/1992,ndrcppnf1211199281
Girolamo,FARRAUTO,Equip,h,DIREZIONE SANITARIA DEI PRESIDI OSPEDALIERI,2,393254786608,via Sofia n^77,24/6/1981,grlmfrrtf246198158
Fabrizio,LEGHEB,Equip,h,DIREZIONE SANITARIA DEI PRESIDI OSPEDALIERI,2,393254786608,via Thelma n^28,7/12/1990,fbrzlghbf712199070
Edit,SHAHI,Equip,h,DIREZIONE SANITARIA DEI PRESIDI OSPEDALIERI,2,393254786608,via Rex n^72,27/7/1998,dtshhf277199891
Maria,TACCHINI,Equip,h,DIREZIONE SANITARIA DEI PRESIDI OSPEDALIERI,2,393254786608,via Antonia n^55,6/3/1998,mrtcchnf63199880
Gennaro,MASCARO,Capo reparto,h,MEDICINA TRASFUSIONALE,1,393254786608,via Lothar n^85,14/10/1990,gnnrmscrf1410199049
Pierangelo,BESCAPE’,Equip,h,MEDICINA TRASFUSIONALE,1,393254786608,via Modesto n^56,21/6/1981,prnglbscp’f216198129
Gian,Battista,Equip,h,MEDICINA TRASFUSIONALE,1,393254786608,via Cassandra n^57,18/12/1989,gnbttstf1812198932
Paola,CARLINO,Equip,h,MEDICINA TRASFUSIONALE,1,393254786608,via Pasquale n^84,13/6/1984,plcrlnf136198457
Luisella,FERRARI,Equip,h,MEDICINA TRASFUSIONALE,1,393254786608,via Glen n^76,18/4/1996,lsllfrrrf184199698
Damiano,SOLAZZO,Equip,h,MEDICINA TRASFUSIONALE,1,393254786608,via Lancelot n^75,19/10/1991,dmnslzzf1910199164
Chiara,VENDRAMIN,Equip,h,MEDICINA TRASFUSIONALE,1,393254786608,via Marilena n^80,6/3/1991,chrvndrmnf63199171
